232488932265751, 93844132799095, 203172424390144 @ 64, 273, 119
258285813391475, 225317967801013, 306162724914014 @ 14, -10, -22
377519381672953, 343737262245611, 485395777725108 @ -182, -80, -373
365097086044914, 416361503527803, 264542514358904 @ -183, -200, 23
291305609887232, 315163849280191, 151901888729030 @ -43, 536, 677
334688625758478, 403636231735879, 177847897718530 @ -85, -208, 145
167137216456431, 212273771288373, 263210959191120 @ 174, 112, 27
397844917897732, 378217266612772, 295890447879295 @ -199, -155, -26
392175702698418, 492130038157071, 483530393987223 @ -201, -344, -354
246111220186717, 331835662258043, 339196332976920 @ 79, 13, -157
295835820995953, 208478661747946, 294350358202168 @ -34, 131, -25
308931399532591, 201093447165733, 309340500476080 @ -43, -6, -21
410866947743435, 288957394353534, 530093237314403 @ -256, 37, -484
287998494771217, 405456681393709, 268487795935366 @ -23, -30, -10
235328890724635, 429090399801637, 420557113065022 @ 54, -242, -196
316668143091631, 194641026163477, 123777278497600 @ -58, 60, 209
322350058132474, 383938187403974, 271077094056952 @ -101, -117, 7
205628794473939, 65798466169913, 349618005073144 @ 107, 325, -107
220778147383829, 238899445557121, 257185317822393 @ 74, 26, 36
169417258436161, 48518220622789, 356202387641824 @ 158, 334, -113
251021935864831, 329752102508545, 287531720605156 @ 52, -33, -22
160212999930394, 108236095806385, 131444192513773 @ 103, 58, 156
291057892327271, 453852993556389, 294768598412160 @ -33, -282, -91
267872311095081, 400897623458189, 324134896109438 @ 71, -38, -264
178408807050973, 111633580722111, 406901039645558 @ 115, 147, -150
298545280518591, 145280905123003, 112770495784174 @ -36, 167, 244
258414939949074, 380339014194396, 102903977202915 @ 153, 151, 972
417149881935393, 338639950544731, 277468610103528 @ -175, -139, 11
209395335457307, 333140170987540, 121789304769900 @ 144, -25, 323
334709170982359, 226746149063769, 235879278562956 @ -98, 97, 72
247259058641519, 293316705831901, 235538165916576 @ 98, 191, 105
278069162870523, 356131272792361, 268220067309888 @ 5, -19, 11
239215631862251, 409906664993825, 227142512229272 @ 69, -197, 93
308062714084615, 394760703507774, 244274349703802 @ -188, 189, 165
220473273345793, 227617299907957, 193164343978345 @ 90, 94, 142
326860684965651, 504586380553981, 286624863719744 @ -87, -364, -13
309631584869481, 276344268497247, 209032580352850 @ -163, 855, 364
297754847198133, 223461781232370, 272087018183189 @ -30, -53, 20
279683102683063, 410428539224747, 293142298770194 @ 40, 45, -220
280607364554683, 469362192705385, 189083547454678 @ -10, -300, 136
322271525956513, 260495283051493, 210958355254948 @ -55, -82, 81
312576019279183, 366671273802421, 225051792579448 @ -168, 226, 241
278344106460439, 444405015046969, 236410139502532 @ 14, -247, 122
356339401264939, 217235042585287, 248113627643500 @ -162, 209, 57
170885457577423, 425540899550821, 137665209122848 @ 123, -242, 182
299918847601065, 161516386222953, 303958185525178 @ -33, 28, -14
295920579118623, 402511474355301, 292338402824688 @ -85, 102, -211
291392661274255, 444357771003629, 172911651108072 @ -26, -263, 164
116434099565227, 170343651908687, 132483076186201 @ 256, 180, 238
257024565190236, 336016713187813, 273073842944015 @ 81, 110, -10
250717154065311, 226749300539285, 265893547662970 @ 44, 118, 22
397021766539897, 541491974234169, 482821900723090 @ -359, -552, -656
307413053345080, 406590795581701, 264107942276452 @ -91, -114, 19
313374458336953, 402039977461817, 151191211487988 @ -65, -188, 221
249084718450195, 280538031725773, 187971254300200 @ 58, 74, 179
303190150848589, 306965195163151, 150180713353588 @ -87, 341, 501
72722591328730, 247317056750077, 100881759487777 @ 207, -58, 200
285449187948157, 357159357263675, 268327242612701 @ -14, 12, 8
335687316103111, 85229696621901, 279497060807260 @ -74, 136, 10
318906546957143, 388669706209781, 407092432110286 @ -60, -194, -155
193146035703703, 290611460016493, 28644855497968 @ 110, -52, 351
244958117051379, 118373003885245, 437972870368847 @ 32, 134, -186
352718974926388, 199072556572406, 227833585380123 @ -149, 225, 96
262610356183551, 365288669939301, 208391702722944 @ 72, 46, 225
313704798689900, 243560130892568, 288424785727567 @ -57, 19, -8
317790438991977, 403124593398175, 300750068418851 @ -174, -28, -172
307642223797092, 267628264364317, 191733401661109 @ -49, -10, 130
304293320514751, 357940888662821, 252533667412308 @ -92, 126, 66
259975536162589, 328071858267868, 248448013956517 @ 18, -103, 48
403802824613475, 265319157227235, 466249900456538 @ -238, 75, -354
342159636254019, 364809900946317, 269223067040506 @ -78, -182, 22
282747467378377, 249452793411002, 295075854776252 @ -14, -15, -13
285025778684727, 373755173279438, 242391621630791 @ -12, -15, 92
239408846352637, 156897410231103, 272500788402723 @ 82, 352, 6
289118458835811, 163892337549467, 281825153666498 @ -22, 67, 6
284634376336668, 393148216448271, 312593492615068 @ -9, -44, -173
259443652463223, 350248582112771, 303525132203298 @ 152, 349, -232
199222977810651, 102214857535429, 198214382174196 @ 83, 134, 104
280240910167336, 398330480603635, 260166756215100 @ 31, 104, 35
276868807383981, 387692539132851, 283800512455145 @ 18, -44, -52
298379134152103, 453831699696766, 245992670479348 @ -124, -295, 171
293107244544538, 344527311621998, 261487522886810 @ -35, 9, 29
200248679303050, 438268766605690, 273297483730336 @ 91, -257, 15
274164200536022, 320995027809765, 259710161643971 @ -7, -146, 32
203205445052593, 256030773917698, 457256740232518 @ 70, -65, -179
276639290029303, 534356680565741, 94360012445298 @ -8, -366, 216
292041458511529, 249524881562308, 237677888013118 @ -26, -11, 61
230700233465219, 263483581843071, 300673697853910 @ 78, 51, -38
302175812530424, 394140833972451, 260980590801387 @ -79, -44, 30
325178250224867, 131626422107798, 240999107974875 @ -64, 99, 54
275118433492007, 158920073583977, 214838753790152 @ 24, 772, 195
192413401660781, 161847135165119, 374043470933872 @ 141, 217, -161
124893920958156, 152762681111872, 336381529366599 @ 197, 125, -70
230796539167500, 332530051552396, 261789263238626 @ 87, -49, 29
269965292125375, 279693914248636, 194688844596829 @ 12, 41, 152
239859666866650, 214245347030083, 311665533475510 @ 79, 220, -75
303391833537373, 472424012290621, 280009331866273 @ -198, -506, -184
190580191615963, 197616308835241, 209107421724883 @ 192, 282, 144
289635939111701, 389879923347837, 273760449440018 @ -31, 34, -34
314655741904573, 397352815256246, 217715427947623 @ -170, 25, 268
206441280717292, 256994780135331, 253824585414719 @ 109, 36, 42
287736394006711, 430949285352333, 258897717236320 @ -23, -71, 49
265135860875956, 137838956662441, 445696933407952 @ 7, 106, -193
292300588328083, 470775103359977, 184438904292908 @ -35, -333, 266
155640421819913, 233659822093416, 275937270759253 @ 110, -59, 16
260968894935621, 300168242282967, 328856266364934 @ 27, -5, -90
283095444416803, 345041031607346, 263620981234328 @ -8, 21, 23
244374721326266, 217315278367855, 328819518851180 @ 23, -40, -37
278708055042564, 8097846142098, 286899214031425 @ -7, 387, -8
229499522274067, 388209625023607, 282259229837233 @ 128, -112, -24
262030024995578, 199789459527992, 225895190353312 @ 15, 73, 79
237790861819573, 385434280197421, 394942634030398 @ 34, -202, -115
267032271873929, 396935312907769, 326266697331350 @ 74, -22, -271
308914496870551, 363272726843989, 254213181575944 @ -109, 92, 58
256765678036093, 164390079705950, 257664154774675 @ 10, 7, 34
287541122146396, 341950665342286, 304268146067983 @ -21, 721, -364
309715391501445, 194336423162967, 226291009448414 @ -42, -20, 65
171588088554267, 270866265958700, 221783524680349 @ 96, -93, 70
309680180837506, 328238627073088, 295790148764300 @ -53, -91, -21
337343811557066, 371381255951562, 469859455418375 @ -99, -147, -300
193845344005327, 251451891325249, 330053311634608 @ 88, -43, -49
259968011783845, 340961710997392, 446239799269519 @ 82, 137, -658
255089815770043, 268007097141541, 377054256730018 @ 42, 78, -192
440389675563927, 559763826796813, 275344572728728 @ -177, -385, 16
275733401340343, 355701503915485, 282955925836060 @ 10, -28, -26
253765744832815, 339403812469061, 343490851896126 @ 28, -114, -87
158333456574583, 251481765798901, 360036403296448 @ 149, -12, -99
327727038354918, 362608634950241, 252310588577658 @ -87, -126, 45
99406379893173, 99715183494971, 172205513546198 @ 237, 207, 152
261477705325489, 84478234795501, 363910453797610 @ 21, 306, -132
280864653479275, 142277796039493, 51340348817284 @ -11, 150, 318
330603434142457, 353626200594347, 197342433503733 @ -146, 12, 216
279700138065071, 210034666188921, 298418144915314 @ -12, -24, -8
288568016083345, 385857826045732, 269259042373063 @ -26, 73, -14
173916109352203, 282684279815563, 3653061329038 @ 150, -21, 416
407010506162533, 368216736082951, 325544832940453 @ -258, -108, -98
311591588114682, 232616058006312, 488308764892836 @ -51, 7, -261
207172487059407, 288392738526129, 207586592329832 @ 128, 27, 129
284130818424525, 349318447992183, 273931006166840 @ -9, 67, -13
284791302254479, 385631037428821, 325400839099576 @ -16, -174, -67
259538834665849, 27041771215039, 230772532035750 @ 7, 137, 60
346262436799162, 321785884575397, 244501287774520 @ -107, -82, 55
122768705875207, 213122184771251, 258116991409416 @ 232, 91, 35
253796244262583, 348194430149458, 188416165688682 @ 20, -151, 117
222942279943419, 335338367573913, 234325887438144 @ 107, -45, 83
282555507927952, 484862313106996, 352476704770675 @ -9, -349, -176
375896210936575, 256786684513741, 392902063160212 @ -188, 96, -220
273505067920501, 380221601804626, 244208502550588 @ 98, 331, 171
254199687239090, 253006536829854, 246819936520690 @ 23, -17, 49
445725864798484, 344511232589842, 240825322275505 @ -187, -161, 52
275301826213333, 217934163490447, 248601602549158 @ -5, 15, 46
294721753875642, 366816864474000, 342848707480662 @ -39, -53, -183
378566984552053, 426305419866246, 308323965272457 @ -110, -249, -16
237803050146575, 441122799555657, 300337519314894 @ 84, -252, -52
238559096890249, 144086233238809, 199342923468427 @ 62, 242, 134
219712243563362, 268099430835219, 187402190313421 @ 149, 184, 214
208776366610375, 249000079357843, 241921984105780 @ 72, -37, 53
301206206338455, 356825145477335, 341751224644102 @ -96, 249, -416
300173303783273, 225611007286071, 286886135990098 @ -39, 63, -8
